"month_year","borough","complaint_type","rank","complaint_count"
"2012-09",MANHATTAN,Street Condition,9,985
"2012-09",MANHATTAN,NONCONST,10,966
"2012-09",QUEENS,Noise - Residential,1,3208
"2012-09",QUEENS,Street Light Condition,2,2217
"2012-09",QUEENS,Blocked Driveway,3,1987
"2012-09",QUEENS,Damaged Tree,4,1806
"2012-09",QUEENS,Street Condition,5,1740
"2012-09",QUEENS,Sewer,6,1521
"2012-09",QUEENS,Water System,7,1176
"2012-09",QUEENS,Literature Request,8,1106
"2012-09",QUEENS,General Construction/Plumbing,9,1093
"2012-09",QUEENS,Building/Use,10,1064
"2012-09",STATEN ISLAND,Street Condition,1,561
"2012-09",STATEN ISLAND,Street Light Condition,2,469
"2012-09",STATEN ISLAND,Noise - Residential,3,428
"2012-09",STATEN ISLAND,Water System,4,417
"2012-09",STATEN ISLAND,Literature Request,5,345
"2012-09",STATEN ISLAND,GENERAL CONSTRUCTION,6,269
"2012-09",STATEN ISLAND,Overgrown Tree/Branches,7,257
"2012-09",STATEN ISLAND,Sewer,8,254
"2012-09",STATEN ISLAND,Damaged Tree,9,247
"2012-09",STATEN ISLAND,Illegal Parking,10,235
"2012-10",BRONX,HEATING,1,3488
"2012-10",BRONX,GENERAL CONSTRUCTION,2,2911
"2012-10",BRONX,Noise - Residential,3,2661
"2012-10",BRONX,PLUMBING,4,2173
"2012-10",BRONX,PAINT - PLASTER,5,2157
"2012-10",BRONX,Street Light Condition,6,1661
"2012-10",BRONX,NONCONST,7,1416
"2012-10",BRONX,Damaged Tree,8,1023
"2012-10",BRONX,ELECTRIC,9,897
"2012-10",BRONX,Traffic Signal Condition,10,692
"2012-10",BROOKLYN,HEATING,1,4071
"2012-10",BROOKLYN,Damaged Tree,2,3392
"2012-10",BROOKLYN,GENERAL CONSTRUCTION,3,3342
"2012-10",BROOKLYN,Noise - Residential,4,3283
"2012-10",BROOKLYN,PLUMBING,5,2567
"2012-10",BROOKLYN,Street Light Condition,6,2167
"2012-10",BROOKLYN,PAINT - PLASTER,7,2160
"2012-10",BROOKLYN,NONCONST,8,1900
"2012-10",BROOKLYN,Blocked Driveway,9,1644
"2012-10",BROOKLYN,Traffic Signal Condition,10,1519
"2012-10",MANHATTAN,HEATING,1,3551
"2012-10",MANHATTAN,Noise - Residential,2,2856
"2012-10",MANHATTAN,GENERAL CONSTRUCTION,3,1528
"2012-10",MANHATTAN,Noise,4,1513
"2012-10",MANHATTAN,PAINT - PLASTER,5,1253
"2012-10",MANHATTAN,Traffic Signal Condition,6,1191
"2012-10",MANHATTAN,Taxi Complaint,7,1186
"2012-10",MANHATTAN,PLUMBING,8,1183
"2012-10",MANHATTAN,Street Light Condition,9,1120
"2012-10",MANHATTAN,Street Condition,10,1064
"2012-10",QUEENS,Damaged Tree,1,6837
"2012-10",QUEENS,Street Light Condition,2,2503
"2012-10",QUEENS,Noise - Residential,3,2129
"2012-10",QUEENS,Blocked Driveway,4,1759
"2012-10",QUEENS,HEATING,5,1751
"2012-10",QUEENS,Street Condition,6,1651
"2012-10",QUEENS,Sewer,7,1448
"2012-10",QUEENS,Traffic Signal Condition,8,1393
"2012-10",QUEENS,Literature Request,9,1136
"2012-10",QUEENS,GENERAL CONSTRUCTION,10,1067
"2012-10",STATEN ISLAND,Damaged Tree,1,1521
"2012-10",STATEN ISLAND,Street Condition,2,561
"2012-10",STATEN ISLAND,Sewer,3,444
"2012-10",STATEN ISLAND,Street Light Condition,4,408
"2012-10",STATEN ISLAND,Water System,5,375
"2012-10",STATEN ISLAND,Noise - Residential,6,334
"2012-10",STATEN ISLAND,Literature Request,7,315
"2012-10",STATEN ISLAND,Overgrown Tree/Branches,8,228
"2012-10",STATEN ISLAND,Traffic Signal Condition,9,226
"2012-10",STATEN ISLAND,General Construction/Plumbing,10,210
"2012-11",BRONX,HEATING,1,11853
"2012-11",BRONX,GENERAL CONSTRUCTION,2,3022
"2012-11",BRONX,Noise - Residential,3,2649
"2012-11",BRONX,PLUMBING,4,2212
"2012-11",BRONX,PAINT - PLASTER,5,1938
"2012-11",BRONX,Street Light Condition,6,1541
"2012-11",BRONX,NONCONST,7,1213
"2012-11",BRONX,Damaged Tree,8,1017
"2012-11",BRONX,ELECTRIC,9,774
"2012-11",BRONX,Traffic Signal Condition,10,698
"2012-11",BROOKLYN,HEATING,1,13341
"2012-11",BROOKLYN,Damaged Tree,2,4174
"2012-11",BROOKLYN,GENERAL CONSTRUCTION,3,3482
"2012-11",BROOKLYN,PLUMBING,4,2808
"2012-11",BROOKLYN,Noise - Residential,5,2618
"2012-11",BROOKLYN,Traffic Signal Condition,6,2237
"2012-11",BROOKLYN,Street Light Condition,7,2227
"2012-11",BROOKLYN,PAINT - PLASTER,8,2017
"2012-11",BROOKLYN,NONCONST,9,1679
"2012-11",BROOKLYN,Blocked Driveway,10,1619
"2012-11",MANHATTAN,HEATING,1,9292
"2012-11",MANHATTAN,Noise - Residential,2,2499
"2012-11",MANHATTAN,Traffic Signal Condition,3,1667
"2012-11",MANHATTAN,GENERAL CONSTRUCTION,4,1552
"2012-11",MANHATTAN,PLUMBING,5,1288
"2012-11",MANHATTAN,Noise,6,1048
"2012-11",MANHATTAN,Street Light Condition,7,1005
"2012-11",MANHATTAN,Taxi Complaint,8,957
"2012-11",MANHATTAN,PAINT - PLASTER,9,936
"2012-11",MANHATTAN,Street Condition,10,804
"2012-11",QUEENS,Damaged Tree,1,11376
"2012-11",QUEENS,HEATING,2,5362
"2012-11",QUEENS,Street Light Condition,3,2634
"2012-11",QUEENS,Traffic Signal Condition,4,1937
"2012-11",QUEENS,General Construction/Plumbing,5,1807
"2012-11",QUEENS,Blocked Driveway,6,1746
"2012-11",QUEENS,Noise - Residential,7,1402
"2012-11",QUEENS,GENERAL CONSTRUCTION,8,1295
"2012-11",QUEENS,Sewer,9,1199
"2012-11",QUEENS,Street Condition,10,1182
"2012-11",STATEN ISLAND,Damaged Tree,1,2516
"2012-11",STATEN ISLAND,Street Light Condition,2,636
"2012-11",STATEN ISLAND,General Construction/Plumbing,3,530
"2012-11",STATEN ISLAND,HEATING,4,474
"2012-11",STATEN ISLAND,Water System,5,424
"2012-11",STATEN ISLAND,Sewer,6,373
"2012-11",STATEN ISLAND,Traffic Signal Condition,7,339
"2012-11",STATEN ISLAND,Literature Request,8,286
"2012-11",STATEN ISLAND,Street Condition,9,238
"2012-11",STATEN ISLAND,GENERAL CONSTRUCTION,10,210
"2012-12",BRONX,HEATING,1,9365
"2012-12",BRONX,Noise - Residential,2,3334
"2012-12",BRONX,GENERAL CONSTRUCTION,3,2948
"2012-12",BRONX,PLUMBING,4,2231
"2012-12",BRONX,PAINT - PLASTER,5,2075
"2012-12",BRONX,Street Light Condition,6,1422
"2012-12",BRONX,NONCONST,7,1124
"2012-12",BRONX,ELECTRIC,8,782
"2012-12",BRONX,Blocked Driveway,9,699
"2012-12",BRONX,Traffic Signal Condition,10,618
"2012-12",BROOKLYN,HEATING,1,9585
"2012-12",BROOKLYN,GENERAL CONSTRUCTION,2,3766
"2012-12",BROOKLYN,Noise - Residential,3,3337
"2012-12",BROOKLYN,PLUMBING,4,2837
"2012-12",BROOKLYN,PAINT - PLASTER,5,2370
"2012-12",BROOKLYN,Traffic Signal Condition,6,2201
"2012-12",BROOKLYN,Street Light Condition,7,2149
"2012-12",BROOKLYN,Blocked Driveway,8,1847
"2012-12",BROOKLYN,NONCONST,9,1760
"2012-12",BROOKLYN,Street Condition,10,1497
"2012-12",MANHATTAN,HEATING,1,6581
"2012-12",MANHATTAN,Noise - Residential,2,3430
"2012-12",MANHATTAN,GENERAL CONSTRUCTION,3,1798
"2012-12",MANHATTAN,PLUMBING,4,1379
"2012-12",MANHATTAN,Traffic Signal Condition,5,1335
"2012-12",MANHATTAN,Broken Muni Meter,6,1284
"2012-12",MANHATTAN,PAINT - PLASTER,7,1235
"2012-12",MANHATTAN,Noise,8,1216
"2012-12",MANHATTAN,Taxi Complaint,9,1161
"2012-12",MANHATTAN,Street Condition,10,1131
"2012-12",QUEENS,HEATING,1,4023
"2012-12",QUEENS,Street Light Condition,2,2686
"2012-12",QUEENS,Blocked Driveway,3,2029
"2012-12",QUEENS,Noise - Residential,4,1850
"2012-12",QUEENS,Damaged Tree,5,1453
"2012-12",QUEENS,Street Condition,6,1439
"2012-12",QUEENS,Traffic Signal Condition,7,1392
"2012-12",QUEENS,Sewer,8,1372
"2012-12",QUEENS,GENERAL CONSTRUCTION,9,1300
"2012-12",QUEENS,Water System,10,1031
"2012-12",STATEN ISLAND,Street Light Condition,1,642
"2012-12",STATEN ISLAND,Sewer,2,476
"2012-12",STATEN ISLAND,Street Condition,3,433
"2012-12",STATEN ISLAND,Water System,4,369
"2012-12",STATEN ISLAND,Sidewalk Condition,5,358
"2012-12",STATEN ISLAND,HEATING,6,316
"2012-12",STATEN ISLAND,General Construction/Plumbing,7,274
"2012-12",STATEN ISLAND,Damaged Tree,8,265
"2012-12",STATEN ISLAND,Literature Request,9,244
"2012-12",STATEN ISLAND,GENERAL CONSTRUCTION,10,241
"2013-01",BRONX,HEATING,1,13580
"2013-01",BRONX,GENERAL CONSTRUCTION,2,3526
"2013-01",BRONX,Noise - Residential,3,3088
"2013-01",BRONX,PLUMBING,4,2677
"2013-01",BRONX,PAINT - PLASTER,5,2365
"2013-01",BRONX,NONCONST,6,1202
"2013-01",BRONX,Street Light Condition,7,1053
"2013-01",BRONX,ELECTRIC,8,991
"2013-01",BRONX,Street Condition,9,712
"2013-01",BRONX,Blocked Driveway,10,635
"2013-01",BROOKLYN,HEATING,1,13974
"2013-01",BROOKLYN,GENERAL CONSTRUCTION,2,4197
"2013-01",BROOKLYN,Noise - Residential,3,3344
"2013-01",BROOKLYN,PLUMBING,4,3308
"2013-01",BROOKLYN,PAINT - PLASTER,5,2687
"2013-01",BROOKLYN,Street Light Condition,6,2558
"2013-01",BROOKLYN,Street Condition,7,1817
"2013-01",BROOKLYN,Traffic Signal Condition,8,1813
"2013-01",BROOKLYN,Blocked Driveway,9,1708
"2013-01",BROOKLYN,NONCONST,10,1688
"2013-01",MANHATTAN,HEATING,1,9990
"2013-01",MANHATTAN,Noise - Residential,2,3142
"2013-01",MANHATTAN,GENERAL CONSTRUCTION,3,2130
"2013-01",MANHATTAN,PLUMBING,4,1589
"2013-01",MANHATTAN,Noise,5,1485
"2013-01",MANHATTAN,Street Condition,6,1396
"2013-01",MANHATTAN,PAINT - PLASTER,7,1364
"2013-01",MANHATTAN,Broken Muni Meter,8,1293
"2013-01",MANHATTAN,Traffic Signal Condition,9,1091
"2013-01",MANHATTAN,Street Light Condition,10,1055
"2013-01",QUEENS,HEATING,1,5625
"2013-01",QUEENS,Street Light Condition,2,2590
"2013-01",QUEENS,Street Condition,3,2345
"2013-01",QUEENS,Water System,4,2030
"2013-01",QUEENS,Blocked Driveway,5,1831
"2013-01",QUEENS,Noise - Residential,6,1826
"2013-01",QUEENS,GENERAL CONSTRUCTION,7,1351
"2013-01",QUEENS,Literature Request,8,1209
"2013-01",QUEENS,Traffic Signal Condition,9,1205
"2013-01",QUEENS,Sewer,10,1125
"2013-01",STATEN ISLAND,Water System,1,996
"2013-01",STATEN ISLAND,Street Condition,2,653
"2013-01",STATEN ISLAND,Street Light Condition,3,565
"2013-01",STATEN ISLAND,Literature Request,4,442
"2013-01",STATEN ISLAND,Missed Collection (All Materials),5,427
"2013-01",STATEN ISLAND,HEATING,6,355
"2013-01",STATEN ISLAND,Sewer,7,353
"2013-01",STATEN ISLAND,Traffic Signal Condition,8,313
"2013-01",STATEN ISLAND,GENERAL CONSTRUCTION,9,248
"2013-01",STATEN ISLAND,Illegal Parking,10,214
"2013-02",BRONX,HEATING,1,10037
"2013-02",BRONX,GENERAL CONSTRUCTION,2,3174
"2013-02",BRONX,Noise - Residential,3,2978
"2013-02",BRONX,PLUMBING,4,2295
"2013-02",BRONX,PAINT - PLASTER,5,2186
"2013-02",BRONX,Street Light Condition,6,1364
"2013-02",BRONX,NONCONST,7,1033
"2013-02",BRONX,Street Condition,8,934
"2013-02",BRONX,ELECTRIC,9,846
"2013-02",BRONX,Blocked Driveway,10,683
"2013-02",BROOKLYN,HEATING,1,8569
"2013-02",BROOKLYN,GENERAL CONSTRUCTION,2,3401
"2013-02",BROOKLYN,Noise - Residential,3,3002
"2013-02",BROOKLYN,PLUMBING,4,2663
"2013-02",BROOKLYN,PAINT - PLASTER,5,2465
"2013-02",BROOKLYN,Street Condition,6,2184
"2013-02",BROOKLYN,Street Light Condition,7,2021
"2013-02",BROOKLYN,Traffic Signal Condition,8,1824
"2013-02",BROOKLYN,Blocked Driveway,9,1523
"2013-02",BROOKLYN,NONCONST,10,1307
"2013-02",MANHATTAN,HEATING,1,6707
"2013-02",MANHATTAN,Noise - Residential,2,2940
"2013-02",MANHATTAN,GENERAL CONSTRUCTION,3,1624
"2013-02",MANHATTAN,Street Condition,4,1426
"2013-02",MANHATTAN,PLUMBING,5,1324
"2013-02",MANHATTAN,Noise,6,1317
"2013-02",MANHATTAN,PAINT - PLASTER,7,1223
"2013-02",MANHATTAN,Broken Muni Meter,8,1208
"2013-02",MANHATTAN,Street Light Condition,9,1052
"2013-02",MANHATTAN,Water System,10,821
"2013-02",QUEENS,HEATING,1,3548
"2013-02",QUEENS,Street Condition,2,2958
"2013-02",QUEENS,Street Light Condition,3,2268
"2013-02",QUEENS,Blocked Driveway,4,1758
"2013-02",QUEENS,Noise - Residential,5,1524
"2013-02",QUEENS,GENERAL CONSTRUCTION,6,1142
"2013-02",QUEENS,Traffic Signal Condition,7,1129
"2013-02",QUEENS,Sewer,8,1117
"2013-02",QUEENS,General Construction/Plumbing,9,1075
"2013-02",QUEENS,Literature Request,10,1023
"2013-02",STATEN ISLAND,Street Condition,1,862
"2013-02",STATEN ISLAND,Street Light Condition,2,491
"2013-02",STATEN ISLAND,Literature Request,3,389
"2013-02",STATEN ISLAND,Sewer,4,364
"2013-02",STATEN ISLAND,Missed Collection (All Materials),5,330
"2013-02",STATEN ISLAND,Water System,6,325
"2013-02",STATEN ISLAND,General Construction/Plumbing,7,295
"2013-02",STATEN ISLAND,Illegal Parking,8,263
"2013-02",STATEN ISLAND,HEATING,9,252
"2013-02",STATEN ISLAND,Noise - Residential,10,216
"2013-03",BRONX,HEATING,1,6794
"2013-03",BRONX,Noise - Residential,2,3563
"2013-03",BRONX,GENERAL CONSTRUCTION,3,2909
"2013-03",BRONX,PLUMBING,4,2252
"2013-03",BRONX,PAINT - PLASTER,5,2166
"2013-03",BRONX,Street Light Condition,6,1406
"2013-03",BRONX,NONCONST,7,1045
"2013-03",BRONX,Street Condition,8,913
"2013-03",BRONX,ELECTRIC,9,815
"2013-03",BRONX,Blocked Driveway,10,702
"2013-03",BROOKLYN,HEATING,1,5984
"2013-03",BROOKLYN,Noise - Residential,2,3539
"2013-03",BROOKLYN,GENERAL CONSTRUCTION,3,3421
"2013-03",BROOKLYN,Street Condition,4,2933
"2013-03",BROOKLYN,PLUMBING,5,2752
"2013-03",BROOKLYN,PAINT - PLASTER,6,2416
"2013-03",BROOKLYN,Street Light Condition,7,2101
"2013-03",BROOKLYN,Blocked Driveway,8,1655
"2013-03",BROOKLYN,NONCONST,9,1471
"2013-03",BROOKLYN,Traffic Signal Condition,10,1399
"2013-03",MANHATTAN,HEATING,1,5318
"2013-03",MANHATTAN,Noise - Residential,2,3498
"2013-03",MANHATTAN,Noise,3,1759
"2013-03",MANHATTAN,GENERAL CONSTRUCTION,4,1722
"2013-03",MANHATTAN,Street Condition,5,1671
"2013-03",MANHATTAN,Broken Muni Meter,6,1652
"2013-03",MANHATTAN,PLUMBING,7,1342
"2013-03",MANHATTAN,PAINT - PLASTER,8,1292
"2013-03",MANHATTAN,Taxi Complaint,9,1048
"2013-03",MANHATTAN,Street Light Condition,10,949
"2013-03",QUEENS,Street Condition,1,2488
"2013-03",QUEENS,Street Light Condition,2,2431
"2013-03",QUEENS,HEATING,3,2352
"2013-03",QUEENS,Blocked Driveway,4,1888
"2013-03",QUEENS,Noise - Residential,5,1815
"2013-03",QUEENS,Literature Request,6,1218
"2013-03",QUEENS,Sewer,7,1201
"2013-03",QUEENS,Dirty Conditions,8,1070
"2013-03",QUEENS,GENERAL CONSTRUCTION,9,1052
"2013-03",QUEENS,Traffic Signal Condition,10,930
"2013-03",STATEN ISLAND,Street Condition,1,1121
"2013-03",STATEN ISLAND,Literature Request,2,495
"2013-03",STATEN ISLAND,Street Light Condition,3,488
"2013-03",STATEN ISLAND,Water System,4,421
"2013-03",STATEN ISLAND,Missed Collection (All Materials),5,407
"2013-03",STATEN ISLAND,Illegal Parking,6,303
"2013-03",STATEN ISLAND,Sewer,7,297
"2013-03",STATEN ISLAND,Noise - Residential,8,269
"2013-03",STATEN ISLAND,Dirty Conditions,9,210
"2013-03",STATEN ISLAND,GENERAL CONSTRUCTION,10,184
"2013-04",BRONX,HEATING,1,3706
"2013-04",BRONX,Noise - Residential,2,3099
"2013-04",BRONX,GENERAL CONSTRUCTION,3,3071
"2013-04",BRONX,PLUMBING,4,2090
"2013-04",BRONX,PAINT - PLASTER,5,2064
"2013-04",BRONX,Street Light Condition,6,1682
"2013-04",BRONX,NONCONST,7,1224
"2013-04",BRONX,ELECTRIC,8,787
"2013-04",BRONX,Blocked Driveway,9,650
"2013-04",BRONX,Street Condition,10,577
"2013-04",BROOKLYN,Noise - Residential,1,3552
"2013-04",BROOKLYN,HEATING,2,3505
"2013-04",BROOKLYN,GENERAL CONSTRUCTION,3,3444
"2013-04",BROOKLYN,PLUMBING,4,2554
"2013-04",BROOKLYN,PAINT - PLASTER,5,2348
"2013-04",BROOKLYN,Street Light Condition,6,2331
"2013-04",BROOKLYN,Street Condition,7,2247
"2013-04",BROOKLYN,Blocked Driveway,8,1602
"2013-04",BROOKLYN,NONCONST,9,1560
"2013-04",BROOKLYN,General Construction/Plumbing,10,1389
"2013-04",MANHATTAN,HEATING,1,3299
"2013-04",MANHATTAN,Noise - Residential,2,3189
"2013-04",MANHATTAN,Noise,3,1868
"2013-04",MANHATTAN,Broken Muni Meter,4,1676
"2013-04",MANHATTAN,GENERAL CONSTRUCTION,5,1539
"2013-04",MANHATTAN,Street Condition,6,1477
"2013-04",MANHATTAN,DOF Property - Reduction Issue,7,1361
"2013-04",MANHATTAN,PAINT - PLASTER,8,1261
"2013-04",MANHATTAN,Taxi Complaint,9,1182
"2013-04",MANHATTAN,PLUMBING,10,1125
"2013-04",QUEENS,Street Light Condition,1,2740
"2013-04",QUEENS,Street Condition,2,1899
"2013-04",QUEENS,Noise - Residential,3,1793
"2013-04",QUEENS,Blocked Driveway,4,1763
"2013-04",QUEENS,HEATING,5,1536
"2013-04",QUEENS,Literature Request,6,1267
"2013-04",QUEENS,Sewer,7,1095
"2013-04",QUEENS,New Tree Request,8,1071
"2013-04",QUEENS,Water System,9,1015
"2013-04",QUEENS,GENERAL CONSTRUCTION,10,1005
"2013-04",STATEN ISLAND,Street Condition,1,981
"2013-04",STATEN ISLAND,Water System,2,630
"2013-04",STATEN ISLAND,Street Light Condition,3,512
"2013-04",STATEN ISLAND,Literature Request,4,464
"2013-04",STATEN ISLAND,Missed Collection (All Materials),5,391
"2013-04",STATEN ISLAND,Illegal Parking,6,366
"2013-04",STATEN ISLAND,General Construction/Plumbing,7,279
"2013-04",STATEN ISLAND,Dirty Conditions,8,278
"2013-04",STATEN ISLAND,Noise - Residential,9,271
"2013-04",STATEN ISLAND,Sewer,10,261
"2013-05",BRONX,Noise - Residential,1,3401
"2013-05",BRONX,GENERAL CONSTRUCTION,2,2963
"2013-05",BRONX,PLUMBING,3,2116
"2013-05",BRONX,PAINT - PLASTER,4,1906
"2013-05",BRONX,Street Light Condition,5,1862
"2013-05",BRONX,HEATING,6,1545
"2013-05",BRONX,NONCONST,7,1211
"2013-05",BRONX,ELECTRIC,8,778
"2013-05",BRONX,Blocked Driveway,9,678
"2013-05",BRONX,Street Condition,10,545
"2013-05",BROOKLYN,Noise - Residential,1,4526
"2013-05",BROOKLYN,GENERAL CONSTRUCTION,2,3743
"2013-05",BROOKLYN,PLUMBING,3,2672
"2013-05",BROOKLYN,Street Light Condition,4,2389
"2013-05",BROOKLYN,PAINT - PLASTER,5,2358
"2013-05",BROOKLYN,Street Condition,6,2012
"2013-05",BROOKLYN,Blocked Driveway,7,1763
"2013-05",BROOKLYN,NONCONST,8,1691
"2013-05",BROOKLYN,HEATING,9,1556
"2013-05",BROOKLYN,Sewer,10,1474
"2013-05",MANHATTAN,Noise - Residential,1,3604
"2013-05",MANHATTAN,Broken Muni Meter,2,1775
"2013-05",MANHATTAN,GENERAL CONSTRUCTION,3,1720
"2013-05",MANHATTAN,Noise,4,1650
"2013-05",MANHATTAN,HEATING,5,1600
"2013-05",MANHATTAN,Street Condition,6,1337
"2013-05",MANHATTAN,PLUMBING,7,1304
"2013-05",MANHATTAN,PAINT - PLASTER,8,1280
"2013-05",MANHATTAN,Taxi Complaint,9,1256
"2013-05",MANHATTAN,Noise - Commercial,10,1252
"2013-05",QUEENS,Noise - Residential,1,2876
"2013-05",QUEENS,Street Light Condition,2,2192
"2013-05",QUEENS,Street Condition,3,2007
"2013-05",QUEENS,Blocked Driveway,4,1851
"2013-05",QUEENS,Sewer,5,1507
"2013-05",QUEENS,Illegal Parking,6,1166
"2013-05",QUEENS,GENERAL CONSTRUCTION,7,1112
"2013-05",QUEENS,Literature Request,8,1101
"2013-05",QUEENS,Building/Use,9,1056
"2013-05",QUEENS,Water System,10,1050
"2013-05",STATEN ISLAND,Street Condition,1,813
"2013-05",STATEN ISLAND,Street Light Condition,2,461
"2013-05",STATEN ISLAND,Noise - Residential,3,452
"2013-05",STATEN ISLAND,Literature Request,4,419
"2013-05",STATEN ISLAND,Water System,5,404
"2013-05",STATEN ISLAND,Sewer,6,384
"2013-05",STATEN ISLAND,Missed Collection (All Materials),7,367
"2013-05",STATEN ISLAND,Sidewalk Condition,8,362
"2013-05",STATEN ISLAND,Illegal Parking,9,311
"2013-05",STATEN ISLAND,Sanitation Condition,10,248
"2013-06",BRONX,GENERAL CONSTRUCTION,1,2802
"2013-06",BRONX,Noise - Residential,2,2792
"2013-06",BRONX,PLUMBING,3,2155
"2013-06",BRONX,PAINT - PLASTER,4,2114
"2013-06",BRONX,Street Light Condition,5,1623
"2013-06",BRONX,Water System,6,1586
"2013-06",BRONX,NONCONST,7,1262
"2013-06",BRONX,HEATING,8,861
"2013-06",BRONX,ELECTRIC,9,824
"2013-06",BRONX,Literature Request,10,760
"2013-06",BROOKLYN,Noise - Residential,1,4892
"2013-06",BROOKLYN,GENERAL CONSTRUCTION,2,3328
"2013-06",BROOKLYN,PLUMBING,3,2866
"2013-06",BROOKLYN,PAINT - PLASTER,4,2682
"2013-06",BROOKLYN,Literature Request,5,2330
"2013-06",BROOKLYN,Street Light Condition,6,2185
"2013-06",BROOKLYN,Street Condition,7,2141
"2013-06",BROOKLYN,Blocked Driveway,8,1873
"2013-06",BROOKLYN,NONCONST,9,1718
"2013-06",BROOKLYN,Water System,10,1506
"2013-06",MANHATTAN,Noise - Residential,1,2627
"2013-06",MANHATTAN,GENERAL CONSTRUCTION,2,1587
"2013-06",MANHATTAN,Broken Muni Meter,3,1568
"2013-06",MANHATTAN,Noise - Street/Sidewalk,4,1500
"2013-06",MANHATTAN,Noise,5,1488
"2013-06",MANHATTAN,Street Condition,6,1230
"2013-06",MANHATTAN,PLUMBING,7,1209
"2013-06",MANHATTAN,Taxi Complaint,8,1161
"2013-06",MANHATTAN,PAINT - PLASTER,9,1160
"2013-06",MANHATTAN,Noise - Commercial,10,975
"2013-06",QUEENS,Noise - Residential,1,3183
"2013-06",QUEENS,Literature Request,2,2546
"2013-06",QUEENS,Street Condition,3,2151
"2013-06",QUEENS,Street Light Condition,4,2097
"2013-06",QUEENS,Blocked Driveway,5,1981
"2013-06",QUEENS,Sewer,6,1634
"2013-06",QUEENS,Illegal Parking,7,1223
"2013-06",QUEENS,Water System,8,1152
"2013-06",QUEENS,GENERAL CONSTRUCTION,9,1025
"2013-06",QUEENS,Damaged Tree,10,1015
"2013-06",STATEN ISLAND,Street Condition,1,984
"2013-06",STATEN ISLAND,Literature Request,2,759
"2013-06",STATEN ISLAND,Sewer,3,589
"2013-06",STATEN ISLAND,Noise - Residential,4,560
"2013-06",STATEN ISLAND,Water System,5,445
"2013-06",STATEN ISLAND,Street Light Condition,6,386
"2013-06",STATEN ISLAND,Overgrown Tree/Branches,7,375
"2013-06",STATEN ISLAND,Missed Collection (All Materials),8,364
"2013-06",STATEN ISLAND,Illegal Parking,9,303
"2013-06",STATEN ISLAND,Damaged Tree,10,273
"2013-07",BRONX,Water System,1,4282
"2013-07",BRONX,GENERAL CONSTRUCTION,2,3109
"2013-07",BRONX,Noise - Residential,3,2466
"2013-07",BRONX,PLUMBING,4,2424
"2013-07",BRONX,PAINT - PLASTER,5,2389
"2013-07",BRONX,NONCONST,6,1611
"2013-07",BRONX,Street Light Condition,7,1392
"2013-07",BRONX,ELECTRIC,8,1094
"2013-07",BRONX,Street Condition,9,1000
"2013-07",BRONX,Noise - Street/Sidewalk,10,718
"2013-07",BROOKLYN,Noise - Residential,1,3779
"2013-07",BROOKLYN,GENERAL CONSTRUCTION,2,3735
"2013-07",BROOKLYN,Water System,3,3260
"2013-07",BROOKLYN,PLUMBING,4,2957
"2013-07",BROOKLYN,PAINT - PLASTER,5,2677
"2013-07",BROOKLYN,NONCONST,6,2225
"2013-07",BROOKLYN,Literature Request,7,2203
"2013-07",BROOKLYN,Street Light Condition,8,1944
"2013-07",BROOKLYN,Blocked Driveway,9,1577
"2013-07",BROOKLYN,Street Condition,10,1528
"2013-07",MANHATTAN,Water System,1,2794
"2013-07",MANHATTAN,GENERAL CONSTRUCTION,2,1882
"2013-07",MANHATTAN,Noise - Residential,3,1763
"2013-07",MANHATTAN,PAINT - PLASTER,4,1392
"2013-07",MANHATTAN,PLUMBING,5,1379
"2013-07",MANHATTAN,Broken Muni Meter,6,1369
"2013-07",MANHATTAN,Street Condition,7,1323
"2013-07",MANHATTAN,Noise - Street/Sidewalk,8,1191
"2013-07",MANHATTAN,Literature Request,9,1152
"2013-07",MANHATTAN,Noise,10,1115
"2013-07",QUEENS,Noise - Residential,1,2547
"2013-07",QUEENS,Literature Request,2,2453
"2013-07",QUEENS,Water System,3,2348
"2013-07",QUEENS,Street Light Condition,4,2165
"2013-07",QUEENS,Blocked Driveway,5,1947
"2013-07",QUEENS,Street Condition,6,1799
"2013-07",QUEENS,Dirty Conditions,7,1280
"2013-07",QUEENS,GENERAL CONSTRUCTION,8,1268
"2013-07",QUEENS,Illegal Parking,9,1197
"2013-07",QUEENS,Sewer,10,1126
"2013-07",STATEN ISLAND,Water System,1,842
"2013-07",STATEN ISLAND,Street Condition,2,810
"2013-07",STATEN ISLAND,Noise - Residential,3,466
"2013-07",STATEN ISLAND,Street Light Condition,4,415
"2013-07",STATEN ISLAND,Literature Request,5,414
"2013-07",STATEN ISLAND,Illegal Parking,6,374
"2013-07",STATEN ISLAND,Missed Collection (All Materials),7,333
"2013-07",STATEN ISLAND,GENERAL CONSTRUCTION,8,297
"2013-07",STATEN ISLAND,Sewer,9,276
"2013-07",STATEN ISLAND,Sanitation Condition,10,275
"2013-08",BRONX,Noise - Residential,1,3134
"2013-08",BRONX,GENERAL CONSTRUCTION,2,2811
"2013-08",BRONX,PAINT - PLASTER,3,2046
